,quadrante,caracteristica
1259,D-_R+,Canal_2
1260,D-_R+,Canal_2
1261,D-_R-,Canal_1
1262,D+_R+,Canal_2
1263,D+_R+,Canal_2
1264,D+_R+,Canal_2
1265,D+_R-,Canal_2
1266,D+_R-,Canal_2
1267,D+_R+,Canal_1
1268,D+_R-,Canal_1
1269,D+_R-,Canal_2
1270,D+_R-,Canal_2
1271,D+_R+,Canal_1
1272,D+_R+,Canal_1
1273,D+_R+,Canal_1
1274,D+_R+,Canal_1
1275,D-_R-,Canal_2
1276,D-_R+,Canal_1
1277,D-_R+,Canal_2
1278,D-_R+,Canal_2
1279,D+_R+,Canal_1
1280,D-_R+,Canal_1
1281,D+_R+,Canal_1
1282,D-_R+,Canal_1
1283,D-_R+,Canal_2
1284,D-_R-,Canal_2
1285,D-_R-,Canal_2
1286,D-_R-,Canal_1
1287,D+_R-,Canal_2
1288,D+_R+,Canal_1
1289,D+_R+,Canal_2
1290,D+_R+,Canal_2
1291,D+_R+,Canal_1
1292,D+_R+,Canal_1
1293,D-_R-,Canal_2
1294,D-_R+,Canal_2
1295,D-_R+,Canal_2
1296,D+_R+,Canal_1
1297,D+_R+,Canal_1
1298,D+_R+,Canal_1
1299,D+_R+,Canal_1
1300,D+_R-,Canal_2
1301,D+_R+,Canal_1
1302,D+_R+,Canal_2
1303,D+_R+,Canal_2
1304,D+_R+,Canal_1
1305,D+_R-,Canal_2
1306,D+_R+,Canal_1
1307,D+_R-,Canal_1
1308,D+_R-,Canal_2
1309,D+_R+,Canal_2
1310,D+_R-,Canal_1
1311,D+_R+,Canal_1
1312,D+_R-,Canal_1
1313,D-_R+,Canal_2
1314,D-_R-,Canal_2
1315,D-_R-,Canal_2
1316,D+_R-,Canal_1
1317,D-_R+,Canal_2
1318,D-_R-,Canal_2
1319,D-_R-,Canal_2
1320,D-_R-,Canal_1
1321,D+_R+,Canal_1
1322,D-_R+,Canal_1
1323,D-_R+,Canal_1
1324,D-_R+,Canal_2
1325,D-_R+,Canal_2
1326,D-_R-,Canal_2
1327,D+_R+,Canal_1
1328,D-_R+,Canal_1
1329,D-_R+,Canal_1
1330,D+_R+,Canal_1
1331,D-_R+,Canal_1
1332,D-_R-,Canal_2
1333,D-_R+,Canal_2
1334,D-_R+,Canal_2
1335,D+_R-,Canal_2
1336,D+_R+,Canal_2
1337,D+_R+,Canal_2
1338,D+_R+,Canal_1
1339,D+_R+,Canal_1
1340,D+_R+,Canal_1
1341,D-_R+,Canal_2
1342,D-_R+,Canal_2
1343,D-_R-,Canal_2
1344,D+_R+,Canal_1
1345,D+_R+,Canal_1
1346,D+_R+,Canal_1
1347,D-_R+,Canal_1
1348,D-_R-,Canal_2
1349,D+_R+,Canal_2
1350,D-_R+,Canal_2
1351,D+_R+,Canal_1
1352,D-_R+,Canal_1
1353,D-_R+,Canal_1
1354,D+_R+,Canal_1
1355,D-_R-,Canal_1
1356,D-_R+,Canal_2
1357,D-_R+,Canal_2
1358,D-_R-,Canal_2
1359,D+_R-,Canal_2
1360,D+_R+,Canal_2
1361,D+_R+,Canal_2
1362,D+_R+,Canal_1
1363,D+_R+,Canal_1
1364,D+_R+,Canal_1
1365,D-_R+,Canal_2
1366,D-_R-,Canal_2
1367,D-_R+,Canal_2
1368,D+_R-,Canal_1
1369,D+_R+,Canal_1
1370,D+_R+,Canal_1
1371,D+_R-,Canal_1
1372,D-_R-,Canal_1
1373,D+_R+,Canal_2
1374,D+_R+,Canal_2
1375,D-_R-,Canal_2
1376,D-_R+,Canal_2
1377,D+_R-,Canal_2
1378,D-_R-,Canal_2
1379,D+_R-,Canal_1
1380,D+_R-,Canal_1
1381,D+_R-,Canal_1
1382,D+_R+,Canal_1
1383,D+_R+,Canal_2
1384,D+_R-,Canal_2
1385,D+_R-,Canal_1
1386,D+_R+,Canal_2
1387,D+_R-,Canal_1
1388,D+_R+,Canal_1
1389,D-_R+,Canal_2
1390,D+_R+,Canal_1
1391,D+_R-,Canal_1
1392,D-_R+,Canal_2
1393,D-_R-,Canal_1
1394,D-_R-,Canal_2
1395,D+_R+,Canal_2
1396,D+_R+,Canal_2
1397,D+_R-,Canal_1
1398,D+_R-,Canal_2
1399,D+_R+,Canal_1
1400,D+_R+,Canal_1
1401,D+_R+,Canal_1
1402,D+_R-,Canal_1
1403,D-_R-,Canal_1
1404,D-_R+,Canal_2
1405,D-_R+,Canal_2
1406,D-_R-,Canal_2
1407,D+_R-,Canal_2
1408,D+_R+,Canal_2
1409,D+_R+,Canal_2
1410,D+_R-,Canal_1
1411,D+_R+,Canal_1
1412,D+_R+,Canal_1
1413,D-_R+,Canal_2
1414,D-_R-,Canal_2
1415,D-_R-,Canal_1
1416,D-_R-,Canal_2
1417,D-_R-,Canal_1
1418,D-_R-,Canal_1
1419,D-_R+,Canal_2
1420,D-_R+,Canal_2
1421,D-_R+,Canal_1
1422,D-_R-,Canal_1
1423,D-_R-,Canal_2
1424,D-_R-,Canal_1
1425,D-_R-,Canal_1
1426,D-_R+,Canal_1
1427,D-_R-,Canal_1
1428,D-_R+,Canal_2
1429,D-_R+,Canal_2
1430,D-_R-,Canal_2
1431,D-_R-,Canal_1
1432,D-_R+,Canal_2
1433,D-_R+,Canal_2
1434,D-_R-,Canal_2
1435,D-_R-,Canal_1
1436,D-_R-,Canal_1
1437,D-_R+,Canal_2
1438,D-_R+,Canal_2
1439,D-_R-,Canal_1
1440,D-_R-,Canal_2
1441,D-_R+,Canal_1
1442,D-_R+,Canal_1
1443,D-_R+,Canal_2
1444,D-_R+,Canal_2
1445,D+_R-,Canal_1
1446,D+_R+,Canal_1
1447,D+_R-,Canal_1
1448,D-_R-,Canal_2
1449,D+_R+,Canal_1
1450,D+_R+,Canal_1
1451,D+_R+,Canal_2
1452,D+_R+,Canal_2
1453,D+_R-,Canal_1
1454,D+_R-,Canal_2
1455,D+_R+,Canal_1
1456,D-_R-,Canal_1
1457,D-_R-,Canal_2
1458,D-_R+,Canal_2
1459,D+_R-,Canal_1
1460,D-_R+,Canal_2
1461,D-_R-,Canal_1
1462,D-_R+,Canal_1
1463,D-_R-,Canal_2
1464,D-_R+,Canal_2
1465,D-_R-,Canal_1
1466,D-_R+,Canal_2
1467,D+_R-,Canal_2
1468,D+_R+,Canal_1
1469,D+_R-,Canal_1
1470,D+_R+,Canal_2
1471,D+_R+,Canal_2
1472,D+_R-,Canal_1
1473,D-_R-,Canal_1
1474,D-_R-,Canal_1
1475,D-_R-,Canal_1
1476,D-_R+,Canal_2
1477,D-_R+,Canal_2
1478,D-_R-,Canal_2
1479,D-_R+,Canal_2
1480,D+_R+,Canal_2
1481,D+_R+,Canal_2
1482,D-_R+,Canal_2
1483,D-_R-,Canal_2
1484,D+_R+,Canal_2
1485,D-_R-,Canal_1
1486,D+_R+,Canal_1
1487,D+_R+,Canal_1
1488,D+_R-,Canal_1
1489,D+_R+,Canal_1
1490,D-_R-,Canal_1
1491,D+_R+,Canal_2
1492,D+_R+,Canal_2
1493,D+_R+,Canal_1
1494,D+_R+,Canal_2
1495,D+_R+,Canal_1
1496,D+_R+,Canal_1
1497,D+_R+,Canal_1
1498,D+_R+,Canal_1
1499,D-_R+,Canal_2
1500,D+_R-,Canal_1
1501,D-_R+,Canal_2
1502,D-_R+,Canal_2
1503,D+_R+,Canal_2
1504,D+_R+,Canal_2
1505,D+_R+,Canal_2
1506,D+_R+,Canal_1
1507,D+_R+,Canal_1
1508,D+_R+,Canal_1
1509,D+_R+,Canal_1
1510,D+_R+,Canal_1
1511,D-_R+,Canal_2
1512,D-_R+,Canal_2
1513,D-_R-,Canal_1
1514,D-_R+,Canal_2
1515,D-_R-,Canal_1
1516,D-_R+,Canal_2
1517,D+_R+,Canal_1
1518,D-_R+,Canal_2
1519,D-_R+,Canal_1
1520,D-_R+,Canal_2
1521,D+_R+,Canal_2
1522,D+_R+,Canal_2
1523,D+_R+,Canal_1
1524,D+_R+,Canal_1
1525,D+_R-,Canal_2
1526,D+_R+,Canal_1
1527,D-_R-,Canal_2
1528,D-_R+,Canal_2
1529,D-_R+,Canal_2
1530,D+_R+,Canal_1
1531,D+_R+,Canal_1
1532,D+_R-,Canal_1
1533,D+_R+,Canal_1
1534,D-_R-,Canal_1
1535,D-_R+,Canal_2
1536,D-_R-,Canal_2
1537,D-_R+,Canal_1
1538,D-_R+,Canal_2
1539,D-_R-,Canal_1
1540,D-_R+,Canal_2
1541,D-_R+,Canal_2
1542,D-_R+,Canal_1
1543,D-_R+,Canal_2
1544,D+_R+,Canal_1
1545,D-_R+,Canal_2
1546,D-_R-,Canal_1
1547,D-_R+,Canal_2
1548,D-_R+,Canal_2
1549,D-_R+,Canal_1
1550,D+_R+,Canal_1
1551,D+_R+,Canal_1
1552,D+_R+,Canal_1
1553,D+_R+,Canal_1
1554,D+_R+,Canal_2
1555,D+_R+,Canal_2
1556,D+_R+,Canal_2
1557,D+_R-,Canal_1
1558,D-_R+,Canal_2
1559,D+_R+,Canal_1
1560,D-_R+,Canal_2
1561,D+_R+,Canal_1
1562,D-_R+,Canal_2
1563,D+_R+,Canal_1
1564,D+_R+,Canal_2
1565,D+_R+,Canal_2
1566,D+_R+,Canal_1
1567,D+_R+,Canal_2
1568,D+_R+,Canal_1
1569,D-_R+,Canal_2
1570,D-_R+,Canal_2
1571,D+_R+,Canal_1
1572,D+_R+,Canal_1
1573,D-_R+,Canal_2
1574,D+_R-,Canal_1
1575,D+_R+,Canal_2
1576,D+_R+,Canal_1
1577,D+_R+,Canal_1
1578,D+_R+,Canal_1
1579,D+_R+,Canal_2
1580,D+_R+,Canal_2
1581,D-_R-,Canal_1
1582,D-_R+,Canal_2
1583,D-_R+,Canal_2
1584,D-_R+,Canal_2
1585,D+_R+,Canal_1
1586,D+_R+,Canal_1
1587,D+_R+,Canal_1
1588,D+_R+,Canal_1
1589,D+_R-,Canal_1
1590,D-_R-,Canal_1
1591,D-_R+,Canal_2
1592,D+_R+,Canal_2
1593,D-_R+,Canal_2
1594,D-_R+,Canal_2
1595,D-_R+,Canal_2
1596,D-_R+,Canal_2
1597,D+_R+,Canal_1
1598,D+_R+,Canal_1
1599,D+_R+,Canal_2
1600,D+_R+,Canal_2
1601,D+_R+,Canal_2
1602,D+_R+,Canal_1
1603,D+_R-,Canal_1
1604,D+_R+,Canal_1
1605,D-_R+,Canal_2
1606,D-_R+,Canal_2
1607,D-_R-,Canal_2
1608,D+_R-,Canal_1
1609,D-_R-,Canal_1
1610,D-_R+,Canal_1
1611,D+_R-,Canal_1
1612,D-_R-,Canal_1
1613,D-_R-,Canal_2
1614,D+_R-,Canal_1
1615,D-_R-,Canal_2
1616,D-_R+,Canal_2
1617,D-_R-,Canal_2
1618,D-_R+,Canal_2
1619,D-_R-,Canal_2
1620,D+_R-,Canal_1
1621,D+_R-,Canal_1
1622,D-_R-,Canal_1
1623,D-_R-,Canal_1
1624,D-_R-,Canal_2
1625,D+_R-,Canal_1
1626,D+_R-,Canal_2
1627,D-_R-,Canal_2
1628,D-_R-,Canal_1
1629,D+_R-,Canal_1
1630,D+_R-,Canal_1
1631,D+_R-,Canal_1
1632,D+_R-,Canal_2
1633,D+_R-,Canal_2
1634,D+_R-,Canal_2
1635,D-_R-,Canal_2
1636,D-_R-,Canal_2
1637,D-_R-,Canal_2
1638,D+_R-,Canal_1
1639,D+_R-,Canal_1
1640,D+_R-,Canal_1
1641,D-_R-,Canal_1
1642,D+_R-,Canal_1
1643,D-_R-,Canal_2
1644,D-_R-,Canal_1
1645,D-_R-,Canal_2
1646,D-_R-,Canal_2
1647,D-_R-,Canal_2
1648,D+_R-,Canal_1
1649,D+_R-,Canal_1
1650,D+_R-,Canal_2
1651,D+_R-,Canal_2
1652,D+_R-,Canal_2
1653,D+_R-,Canal_1
1654,D-_R-,Canal_2
1655,D-_R-,Canal_2
1656,D-_R-,Canal_1
1657,D-_R-,Canal_1
1658,D+_R-,Canal_1
1659,D-_R-,Canal_2
1660,D-_R-,Canal_1
1661,D-_R-,Canal_2
1662,D-_R-,Canal_2
1663,D-_R-,Canal_1
1664,D-_R-,Canal_2
1665,D+_R-,Canal_1
1666,D+_R+,Canal_1
1667,D+_R-,Canal_2
1668,D+_R-,Canal_1
1669,D+_R+,Canal_1
1670,D+_R+,Canal_2
1671,D+_R+,Canal_2
1672,D+_R-,Canal_1
1673,D-_R+,Canal_2
1674,D-_R+,Canal_1
1675,D+_R-,Canal_2
1676,D-_R+,Canal_2
1677,D-_R+,Canal_1
1678,D+_R-,Canal_1
1679,D+_R+,Canal_1
1680,D-_R+,Canal_1
1681,D-_R+,Canal_2
1682,D-_R-,Canal_2
1683,D-_R+,Canal_2
1684,D+_R-,Canal_1
1685,D-_R+,Canal_2
1686,D-_R+,Canal_1
1687,D-_R+,Canal_2
1688,D-_R+,Canal_2
1689,D-_R+,Canal_1
1690,D-_R-,Canal_1
1691,D-_R+,Canal_1
1692,D-_R+,Canal_1
1693,D-_R+,Canal_1
1694,D-_R+,Canal_2
1695,D-_R+,Canal_2
1696,D-_R+,Canal_2
1697,D-_R+,Canal_2
1698,D-_R+,Canal_2
1699,D-_R-,Canal_2
1700,D-_R-,Canal_2
1701,D-_R-,Canal_2
1702,D+_R-,Canal_1
1703,D+_R-,Canal_2
1704,D+_R-,Canal_1
1705,D+_R-,Canal_1
1706,D+_R-,Canal_1
1707,D+_R-,Canal_1
1708,D+_R-,Canal_1
1709,D+_R-,Canal_2
1710,D+_R-,Canal_1
1711,D+_R-,Canal_1
1712,D+_R-,Canal_1
1713,D+_R-,Canal_2
1714,D+_R-,Canal_2
1715,D-_R-,Canal_1
1716,D+_R-,Canal_1
1717,D+_R-,Canal_1
1718,D-_R-,Canal_2
1719,D-_R-,Canal_2
1720,D-_R-,Canal_2
1721,D+_R-,Canal_1
1722,D-_R-,Canal_1
1723,D-_R-,Canal_1
1724,D-_R-,Canal_2
1725,D-_R-,Canal_2
1726,D-_R-,Canal_2
1727,D-_R-,Canal_2
1728,D-_R-,Canal_1
1729,D-_R-,Canal_2
1730,D-_R-,Canal_2
1731,D-_R-,Canal_1
1732,D-_R-,Canal_1
1733,D-_R-,Canal_2
1734,D+_R-,Canal_1
1735,D-_R-,Canal_1
1736,D-_R-,Canal_2
1737,D-_R-,Canal_2
1738,D-_R-,Canal_1
1739,D+_R-,Canal_2
1740,D+_R-,Canal_2
1741,D+_R-,Canal_1
1742,D+_R-,Canal_1
1743,D+_R-,Canal_1
1744,D+_R-,Canal_2
1745,D-_R-,Canal_1
1746,D-_R-,Canal_1
1747,D-_R-,Canal_2
1748,D-_R-,Canal_2
1749,D-_R-,Canal_2
1750,D-_R-,Canal_1
1751,D-_R-,Canal_2
1752,D+_R-,Canal_1
1753,D+_R-,Canal_1
1754,D+_R-,Canal_1
1755,D-_R-,Canal_2
1756,D+_R-,Canal_2
1757,D+_R-,Canal_2
1758,D+_R-,Canal_2
1759,D+_R-,Canal_2
1760,D+_R-,Canal_1
1761,D+_R-,Canal_1
1762,D+_R-,Canal_1
1763,D-_R-,Canal_1
1764,D-_R-,Canal_2
1765,D-_R-,Canal_2
1766,D-_R-,Canal_1
1767,D+_R-,Canal_1
1768,D-_R-,Canal_2
1769,D-_R-,Canal_1
1770,D-_R-,Canal_2
1771,D-_R-,Canal_1
1772,D-_R-,Canal_2
1773,D-_R-,Canal_2
1774,D+_R-,Canal_1
1775,D+_R-,Canal_1
1776,D+_R-,Canal_2
1777,D+_R-,Canal_2
1778,D+_R-,Canal_1
1779,D+_R-,Canal_1
1780,D+_R-,Canal_2
1781,D-_R-,Canal_2
1782,D+_R-,Canal_1
1783,D-_R-,Canal_1
1784,D-_R-,Canal_1
1785,D-_R-,Canal_2
1786,D-_R-,Canal_2
1787,D+_R-,Canal_1
1788,D-_R-,Canal_2
1789,D-_R-,Canal_2
1790,D-_R-,Canal_2
1791,D+_R-,Canal_1
1792,D+_R-,Canal_1
1793,D+_R+,Canal_2
1794,D+_R+,Canal_2
1795,D+_R+,Canal_2
1796,D+_R+,Canal_2
1797,D+_R+,Canal_1
1798,D+_R+,Canal_1
1799,D+_R+,Canal_1
1800,D+_R-,Canal_2
1801,D-_R-,Canal_1
1802,D-_R-,Canal_2
1803,D+_R-,Canal_1
1804,D-_R-,Canal_1
1805,D-_R-,Canal_2
1806,D-_R-,Canal_1
1807,D-_R-,Canal_1
1808,D+_R+,Canal_1
1809,D+_R+,Canal_1
1810,D+_R-,Canal_1
1811,D-_R-,Canal_2
1812,D-_R+,Canal_2
1813,D-_R+,Canal_2
1814,D-_R+,Canal_2
1815,D+_R+,Canal_2
1816,D-_R-,Canal_2
1817,D-_R-,Canal_1
1818,D+_R+,Canal_2
1819,D+_R+,Canal_1
1820,D+_R+,Canal_2
1821,D+_R+,Canal_2
1822,D+_R+,Canal_1
1823,D+_R+,Canal_1
1824,D+_R+,Canal_1
1825,D+_R+,Canal_1
1826,D+_R+,Canal_1
1827,D-_R+,Canal_2
1828,D-_R+,Canal_2
1829,D-_R+,Canal_2
1830,D-_R+,Canal_2
1831,D-_R+,Canal_2
1832,D+_R+,Canal_1
1833,D-_R+,Canal_1
1834,D+_R+,Canal_1
1835,D-_R+,Canal_2
1836,D+_R+,Canal_2
1837,D-_R+,Canal_2
1838,D+_R+,Canal_1
1839,D-_R+,Canal_1
1840,D+_R+,Canal_1
1841,D-_R+,Canal_2
1842,D+_R+,Canal_1
1843,D-_R+,Canal_1
1844,D+_R+,Canal_1
1845,D-_R+,Canal_2
1846,D-_R+,Canal_2
1847,D-_R+,Canal_2
1848,D+_R+,Canal_2
1849,D+_R-,Canal_2
1850,D+_R+,Canal_2
1851,D+_R+,Canal_1
1852,D+_R+,Canal_1
1853,D+_R+,Canal_1
1854,D-_R-,Canal_2
1855,D+_R+,Canal_1
1856,D+_R+,Canal_1
1857,D-_R+,Canal_2
1858,D-_R+,Canal_2
1859,D+_R-,Canal_1
1860,D-_R+,Canal_2
1861,D-_R-,Canal_2
1862,D-_R+,Canal_2
1863,D-_R-,Canal_1
1864,D+_R+,Canal_1
1865,D+_R+,Canal_1
1866,D+_R+,Canal_1
1867,D+_R+,Canal_1
1868,D+_R+,Canal_1
1869,D+_R+,Canal_2
1870,D+_R+,Canal_2
1871,D+_R+,Canal_2
1872,D+_R+,Canal_1
1873,D+_R+,Canal_1
1874,D-_R+,Canal_2
1875,D-_R+,Canal_2
1876,D-_R+,Canal_1
1877,D-_R+,Canal_2
1878,D-_R+,Canal_1
1879,D+_R+,Canal_1
1880,D-_R+,Canal_2
1881,D-_R+,Canal_2
1882,D-_R+,Canal_1
1883,D-_R-,Canal_2
1884,D+_R+,Canal_2
1885,D+_R+,Canal_2
1886,D+_R+,Canal_2
1887,D+_R+,Canal_1
1888,D+_R+,Canal_1
1889,D+_R+,Canal_1
1890,D+_R+,Canal_1
1891,D+_R+,Canal_1
1892,D-_R+,Canal_2
1893,D-_R+,Canal_2
1894,D-_R+,Canal_2
1895,D-_R-,Canal_1
1896,D+_R-,Canal_1
1897,D+_R-,Canal_1
1898,D-_R+,Canal_2
1899,D-_R-,Canal_2
1900,D+_R-,Canal_1
1901,D-_R-,Canal_2
1902,D+_R-,Canal_2
1903,D+_R+,Canal_2
1904,D+_R+,Canal_2
1905,D+_R-,Canal_1
1906,D+_R-,Canal_1
1907,D+_R-,Canal_1
1908,D-_R-,Canal_1
1909,D-_R-,Canal_2
1910,D-_R+,Canal_2
1911,D-_R-,Canal_2
1912,D-_R-,Canal_1
1913,D-_R-,Canal_1
1914,D+_R+,Canal_2
1915,D+_R+,Canal_2
1916,D+_R-,Canal_2
1917,D+_R-,Canal_1
1918,D+_R+,Canal_1
1919,D+_R+,Canal_1
1920,D-_R+,Canal_2
1921,D-_R+,Canal_2
1922,D+_R-,Canal_1
1923,D-_R-,Canal_2
1924,D+_R+,Canal_1
1925,D+_R-,Canal_1
1926,D-_R+,Canal_1
1927,D+_R-,Canal_1
1928,D-_R+,Canal_2
1929,D-_R+,Canal_2
1930,D-_R-,Canal_2
1931,D-_R-,Canal_1
1932,D-_R+,Canal_2
1933,D-_R+,Canal_1
1934,D+_R-,Canal_1
1935,D-_R-,Canal_2
1936,D-_R-,Canal_2
1937,D-_R-,Canal_1
1938,D-_R+,Canal_1
1939,D+_R-,Canal_1
1940,D-_R-,Canal_2
1941,D-_R+,Canal_2
1942,D-_R-,Canal_2
1943,D+_R-,Canal_1
1944,D+_R-,Canal_1
1945,D+_R-,Canal_2
1946,D+_R+,Canal_1
1947,D+_R-,Canal_2
1948,D+_R-,Canal_1
1949,D+_R+,Canal_2
1950,D+_R-,Canal_2
1951,D-_R-,Canal_2
1952,D+_R+,Canal_1
1953,D+_R-,Canal_1
1954,D-_R+,Canal_2
1955,D-_R-,Canal_2
1956,D+_R-,Canal_1
1957,D+_R-,Canal_1
1958,D+_R-,Canal_1
1959,D-_R-,Canal_1
1960,D-_R-,Canal_2
1961,D-_R-,Canal_2
1962,D-_R+,Canal_2
1963,D+_R-,Canal_1
1964,D+_R+,Canal_2
1965,D+_R-,Canal_2
1966,D+_R-,Canal_2
1967,D+_R-,Canal_1
1968,D+_R+,Canal_1
1969,D+_R-,Canal_1
1970,D-_R-,Canal_2
1971,D-_R+,Canal_1
1972,D+_R-,Canal_1
1973,D-_R-,Canal_2
1974,D-_R+,Canal_2
1975,D-_R+,Canal_2
1976,D-_R-,Canal_2
1977,D-_R-,Canal_2
1978,D+_R-,Canal_1
1979,D-_R+,Canal_1
1980,D-_R-,Canal_1
1981,D+_R+,Canal_1
1982,D+_R+,Canal_1
1983,D+_R-,Canal_1
1984,D+_R-,Canal_2
1985,D+_R-,Canal_2
1986,D+_R+,Canal_2
1987,D+_R-,Canal_1
1988,D-_R-,Canal_2
1989,D-_R+,Canal_2
1990,D+_R-,Canal_1
1991,D-_R-,Canal_2
1992,D-_R+,Canal_1
1993,D-_R-,Canal_2
1994,D+_R+,Canal_1
1995,D+_R-,Canal_1
1996,D+_R-,Canal_1
1997,D-_R-,Canal_2
1998,D-_R+,Canal_2
1999,D-_R-,Canal_2
2000,D-_R+,Canal_2
2001,D-_R-,Canal_2
2002,D-_R-,Canal_1
2003,D-_R-,Canal_1
2004,D-_R-,Canal_1
2005,D-_R-,Canal_2
2006,D-_R-,Canal_1
2007,D-_R-,Canal_1
2008,D-_R-,Canal_2
2009,D-_R+,Canal_2
2010,D-_R-,Canal_1
2011,D-_R+,Canal_1
2012,D+_R-,Canal_1
2013,D+_R+,Canal_2
2014,D+_R+,Canal_2
2015,D+_R-,Canal_2
2016,D+_R+,Canal_1
2017,D+_R+,Canal_1
2018,D-_R+,Canal_2
2019,D+_R-,Canal_1
2020,D-_R-,Canal_2
2021,D+_R-,Canal_1
2022,D+_R-,Canal_1
2023,D-_R-,Canal_2
2024,D+_R-,Canal_1
2025,D-_R+,Canal_2
2026,D-_R-,Canal_2
2027,D-_R-,Canal_2
2028,D+_R-,Canal_1
2029,D-_R-,Canal_1
2030,D-_R-,Canal_2
2031,D+_R-,Canal_1
2032,D+_R-,Canal_1
2033,D-_R-,Canal_1
2034,D-_R+,Canal_2
2035,D-_R-,Canal_2
2036,D+_R-,Canal_1
2037,D-_R-,Canal_2
2038,D+_R-,Canal_1
2039,D-_R+,Canal_1
2040,D-_R+,Canal_2
2041,D-_R-,Canal_2
2042,D+_R-,Canal_2
2043,D+_R+,Canal_2
2044,D+_R-,Canal_1
2045,D+_R+,Canal_1
2046,D+_R-,Canal_2
2047,D+_R-,Canal_1
2048,D-_R-,Canal_2
2049,D+_R-,Canal_1
2050,D+_R-,Canal_1
2051,D-_R+,Canal_2
2052,D-_R-,Canal_2
2053,D+_R-,Canal_1
2054,D+_R-,Canal_1
2055,D-_R-,Canal_1
2056,D-_R+,Canal_2
2057,D-_R-,Canal_2
2058,D-_R-,Canal_2
2059,D+_R-,Canal_1
2060,D+_R-,Canal_1
2061,D+_R-,Canal_1
2062,D+_R+,Canal_2
2063,D+_R-,Canal_2
2064,D+_R-,Canal_1
2065,D+_R-,Canal_1
2066,D+_R-,Canal_2
2067,D-_R-,Canal_2
2068,D+_R-,Canal_1
2069,D-_R-,Canal_1
2070,D-_R-,Canal_1
2071,D-_R-,Canal_2
2072,D-_R+,Canal_2
2073,D+_R-,Canal_1
2074,D-_R+,Canal_2
2075,D-_R-,Canal_2
2076,D-_R-,Canal_1
2077,D-_R-,Canal_1
2078,D-_R-,Canal_2
2079,D+_R-,Canal_2
2080,D+_R-,Canal_1
2081,D+_R+,Canal_2
2082,D+_R+,Canal_2
2083,D+_R+,Canal_2
2084,D+_R+,Canal_1
2085,D+_R+,Canal_1
2086,D+_R-,Canal_1
2087,D-_R+,Canal_2
2088,D-_R-,Canal_2
2089,D-_R-,Canal_2
2090,D+_R-,Canal_1
2091,D-_R-,Canal_1
2092,D-_R+,Canal_1
2093,D-_R-,Canal_2
2094,D+_R-,Canal_1
2095,D+_R+,Canal_1
2096,D-_R+,Canal_2
2097,D-_R-,Canal_2
2098,D+_R-,Canal_1
2099,D-_R+,Canal_2
2100,D-_R-,Canal_2
2101,D-_R-,Canal_1
2102,D-_R-,Canal_2
2103,D-_R-,Canal_1
2104,D-_R-,Canal_1
2105,D-_R-,Canal_1
2106,D-_R-,Canal_2
2107,D-_R+,Canal_2
2108,D-_R+,Canal_2
2109,D-_R-,Canal_1
2110,D-_R-,Canal_1
2111,D+_R+,Canal_1
2112,D+_R-,Canal_1
2113,D+_R-,Canal_2
2114,D+_R+,Canal_2
2115,D+_R+,Canal_2
2116,D+_R+,Canal_1
2117,D-_R-,Canal_2
2118,D-_R+,Canal_2
2119,D+_R-,Canal_1
2120,D+_R-,Canal_1
2121,D-_R-,Canal_2
2122,D+_R-,Canal_1
2123,D+_R-,Canal_1
2124,D-_R-,Canal_1
2125,D-_R+,Canal_2
2126,D-_R-,Canal_2
2127,D-_R-,Canal_2
2128,D+_R-,Canal_1
2129,D-_R-,Canal_2
2130,D-_R-,Canal_1
2131,D+_R-,Canal_1
2132,D-_R+,Canal_2
2133,D-_R-,Canal_2
2134,D-_R-,Canal_1
2135,D-_R-,Canal_2
2136,D-_R+,Canal_2
2137,D-_R-,Canal_1
2138,D+_R-,Canal_1
2139,D-_R-,Canal_1
2140,D-_R+,Canal_2
2141,D-_R-,Canal_2
2142,D+_R-,Canal_1
2143,D+_R-,Canal_1
2144,D+_R-,Canal_2
2145,D+_R+,Canal_2
2146,D+_R-,Canal_2
2147,D+_R-,Canal_1
2148,D+_R-,Canal_1
2149,D-_R-,Canal_2
2150,D+_R-,Canal_1
2151,D-_R+,Canal_2
2152,D-_R-,Canal_2
2153,D-_R-,Canal_1
2154,D-_R-,Canal_2
2155,D-_R+,Canal_2
2156,D-_R-,Canal_1
2157,D-_R-,Canal_2
2158,D-_R-,Canal_1
2159,D+_R-,Canal_1
2160,D+_R-,Canal_2
2161,D+_R-,Canal_1
2162,D+_R+,Canal_2
2163,D+_R+,Canal_2
2164,D+_R-,Canal_1
2165,D+_R-,Canal_1
2166,D-_R-,Canal_1
2167,D-_R-,Canal_2
2168,D-_R+,Canal_2
2169,D-_R+,Canal_2
2170,D-_R-,Canal_1
2171,D+_R-,Canal_1
2172,D-_R-,Canal_2
2173,D-_R-,Canal_2
2174,D-_R+,Canal_2
2175,D+_R-,Canal_1
2176,D+_R-,Canal_1
2177,D-_R-,Canal_1
2178,D+_R+,Canal_2
2179,D+_R+,Canal_2
2180,D+_R-,Canal_1
2181,D+_R-,Canal_1
2182,D+_R-,Canal_1
2183,D+_R-,Canal_1
2184,D+_R-,Canal_2
2185,D+_R-,Canal_1
2186,D+_R-,Canal_2
2187,D-_R+,Canal_2
2188,D+_R-,Canal_1
2189,D+_R-,Canal_1
2190,D-_R-,Canal_2
